order_number,order_date,ship_date,customer_id,sales_channel,currency_code,warehouse_code,region_id,product_id,order_quantity,unit_price,total_unit_cost,total_revenue
SO - 0007834,3/24/2023,4/4/2023,28,Logistics Partner,AUD,YUI625,6,8,8,3899.4,1637.748,31195.2
SO - 000395,3/25/2023,1/4/2023,44,Trade Supply,NZD,YUI625,35,4,5,1748.7,751.941,8743.5
SO - 0001056,3/25/2023,7/4/2023,50,Logistics Partner,NZD,YUI625,79,11,5,2881.0,1325.26,14405.0
SO - 0002399,3/25/2023,7/4/2023,2,Logistics Partner,NZD,YUI625,98,7,6,234.5,103.18,1407.0
SO - 0003849,3/25/2023,12/4/2023,5,Global Sales,USD,YUI625,60,1,5,3819.0,1909.5,19095.0
SO - 0004776,3/25/2023,12/4/2023,21,Trade Supply,USD,YUI625,8,1,5,1025.1,410.04,5125.5
SO - 0005818,3/25/2023,8/4/2023,4,Trade Supply,GBP,YUI625,82,3,12,221.1,172.458,2653.2
SO - 0006535,3/25/2023,7/4/2023,40,Trade Supply,NZD,YUI625,50,2,10,1286.4,514.56,12864.0
SO - 0006872,3/25/2023,6/4/2023,35,Logistics Partner,NZD,YUI625,43,13,8,2291.4,1718.55,18331.2
SO - 000404,3/26/2023,4/4/2023,36,Trade Supply,GBP,YUI625,68,2,11,3886.0,2020.72,42746.0
SO - 0001298,3/26/2023,3/30/2023,33,Logistics Partner,USD,YUI625,96,5,12,951.4,437.644,11416.8
SO - 0002160,3/26/2023,6/4/2023,47,Logistics Partner,NZD,YUI625,50,1,5,1065.3,703.098,5326.5
SO - 0003116,3/26/2023,10/4/2023,48,Global Sales,USD,YUI625,45,11,12,1058.6,476.37,12703.2
SO - 0003548,3/26/2023,12/4/2023,41,Global Sales,EUR,YUI625,80,9,7,1172.5,644.875,8207.5
SO - 0003681,3/26/2023,1/4/2023,36,Trade Supply,AUD,YUI625,36,1,7,268.0,155.44,1876.0
SO - 0004666,3/26/2023,2/4/2023,27,Logistics Partner,NZD,YUI625,29,1,9,777.2,536.268,6994.8
SO - 0004670,3/26/2023,8/4/2023,49,Logistics Partner,NZD,YUI625,31,1,12,2579.5,2037.805,30954.0
SO - 0006051,3/26/2023,3/29/2023,24,Trade Supply,NZD,YUI625,78,7,7,227.8,177.684,1594.6
SO - 0007503,3/26/2023,12/4/2023,28,Trade Supply,AUD,YUI625,3,7,8,837.5,711.875,6700.0
SO - 0007652,3/26/2023,1/4/2023,47,Trade Supply,AUD,YUI625,69,5,12,2673.3,1229.718,32079.6
SO - 0008057,3/26/2023,1/4/2023,8,Logistics Partner,USD,YUI625,11,2,9,201.0,92.46,1809.0
SO - 0008062,3/26/2023,12/4/2023,45,Trade Supply,AUD,YUI625,59,13,10,3892.7,2724.89,38927.0
SO - 000240,3/27/2023,3/31/2023,18,Trade Supply,NZD,YUI625,13,1,6,891.1,712.88,5346.6
SO - 0003674,3/27/2023,6/4/2023,49,Trade Supply,AUD,YUI625,4,2,8,737.0,405.35,5896.0
SO - 0003790,3/27/2023,3/4/2023,36,Global Sales,AUD,YUI625,40,7,7,6331.5,2595.915,44320.5
SO - 0005769,3/27/2023,7/4/2023,7,Logistics Partner,USD,YUI625,96,11,7,924.6,656.466,6472.2
SO - 000641,3/28/2023,4/14/2023,10,Trade Supply,NZD,YUI625,54,1,5,1132.3,713.349,5661.5
SO - 000699,3/28/2023,4/13/2023,16,Logistics Partner,NZD,YUI625,48,6,5,1025.1,850.833,5125.5
SO - 0001362,3/28/2023,7/4/2023,16,Trade Supply,NZD,YUI625,32,2,12,1132.3,520.858,13587.6
SO - 0002001,3/28/2023,8/4/2023,40,Trade Supply,NZD,YUI625,76,2,5,254.6,145.122,1273.0
SO - 0002483,3/28/2023,4/15/2023,19,Trade Supply,USD,YUI625,73,5,9,837.5,502.5,7537.5
SO - 0002945,3/28/2023,4/14/2023,3,Logistics Partner,NZD,YUI625,45,5,12,2472.3,2027.286,29667.6
SO - 0003161,3/28/2023,10/4/2023,34,Logistics Partner,USD,YUI625,9,7,8,5929.5,3913.47,47436.0
SO - 0004262,3/28/2023,10/4/2023,10,Trade Supply,NZD,YUI625,64,4,8,5286.3,2590.287,42290.4
SO - 0004338,3/28/2023,1/4/2023,17,Trade Supply,GBP,YUI625,77,3,11,676.7,439.855,7443.7
SO - 0007678,3/28/2023,8/4/2023,18,Trade Supply,AUD,YUI625,48,1,6,1072.0,857.6,6432.0
SO - 000480,3/29/2023,10/4/2023,13,Trade Supply,NZD,YUI625,70,10,12,2432.1,1264.692,29185.2
SO - 000758,3/29/2023,1/4/2023,44,Logistics Partner,AUD,YUI625,93,1,12,1815.7,1543.345,21788.4
SO - 000966,3/29/2023,4/14/2023,31,Trade Supply,USD,YUI625,76,14,5,3115.5,1246.2,15577.5
SO - 0001482,3/29/2023,1/4/2023,8,Trade Supply,NZD,YUI625,19,7,6,180.9,121.203,1085.4
SO - 0002225,3/29/2023,4/15/2023,26,Trade Supply,USD,YUI625,88,2,7,1869.3,1084.194,13085.1
SO - 0002250,3/29/2023,4/16/2023,41,Trade Supply,GBP,YUI625,79,9,8,703.5,576.87,5628.0
SO - 0002661,3/29/2023,2/4/2023,33,Trade Supply,EUR,YUI625,29,2,7,1145.7,962.388,8019.9
SO - 0002730,3/29/2023,4/15/2023,4,Trade Supply,GBP,YUI625,54,5,8,187.6,91.924,1500.8
SO - 0004117,3/29/2023,9/4/2023,40,Trade Supply,USD,YUI625,27,6,8,3932.9,2556.385,31463.2
SO - 0005432,3/29/2023,4/4/2023,26,Logistics Partner,NZD,YUI625,57,1,6,5380.1,2205.841,32280.6
SO - 0006269,3/29/2023,9/4/2023,46,Logistics Partner,USD,YUI625,36,2,9,971.5,709.195,8743.5
SO - 0008082,3/29/2023,4/13/2023,12,Logistics Partner,USD,YUI625,37,2,11,1835.8,1303.418,20193.8
SO - 000108,3/30/2023,5/4/2023,9,Logistics Partner,USD,YUI625,91,1,10,1815.7,1525.188,18157.0
SO - 000772,3/30/2023,10/4/2023,14,Trade Supply,NZD,YUI625,48,10,10,3169.1,1616.241,31691.0
SO - 0004559,3/30/2023,11/4/2023,5,Trade Supply,AUD,YUI625,40,2,5,850.9,365.887,4254.5
SO - 0005086,3/30/2023,9/4/2023,19,Trade Supply,USD,YUI625,17,7,10,3912.8,1995.528,39128.0
SO - 0005103,3/30/2023,5/4/2023,10,Trade Supply,EUR,YUI625,92,11,9,3919.5,2586.87,35275.5
SO - 0007174,3/30/2023,4/4/2023,34,Trade Supply,USD,YUI625,46,1,12,1896.1,1118.699,22753.2
SO - 000596,3/31/2023,9/4/2023,2,Logistics Partner,USD,YUI625,66,9,6,3859.2,3125.952,23155.2
SO - 0002147,3/31/2023,3/4/2023,43,Trade Supply,NZD,YUI625,7,7,7,3953.0,3320.52,27671.0
SO - 0003003,3/31/2023,3/4/2023,19,Logistics Partner,EUR,YUI625,47,7,7,2425.4,1576.51,16977.8
SO - 0003907,3/31/2023,9/4/2023,13,Logistics Partner,USD,YUI625,33,2,12,3812.3,2630.487,45747.6
SO - 0005894,3/31/2023,6/4/2023,30,Logistics Partner,NZD,YUI625,71,9,10,3852.5,2234.45,38525.0
SO - 0007402,3/31/2023,6/4/2023,11,Logistics Partner,USD,YUI625,12,14,6,2331.6,1095.852,13989.6
SO - 0007485,3/31/2023,9/4/2023,34,Logistics Partner,USD,YUI625,96,7,11,2338.3,1286.065,25721.3
SO - 0003414,1/4/2023,4/13/2023,31,Trade Supply,NZD,YUI625,20,2,11,3423.7,1540.665,37660.7
SO - 0004436,1/4/2023,11/4/2023,16,Trade Supply,AUD,YUI625,34,4,10,2532.6,1950.102,25326.0
SO - 0004925,1/4/2023,11/4/2023,13,Logistics Partner,USD,YUI625,80,7,11,730.3,496.604,8033.3
SO - 0005380,1/4/2023,4/14/2023,37,Trade Supply,NZD,YUI625,49,5,12,1118.9,951.065,13426.8
SO - 0005581,1/4/2023,8/4/2023,20,Trade Supply,AUD,YUI625,7,7,6,1855.9,816.596,11135.4
SO - 0006077,1/4/2023,4/19/2023,41,Logistics Partner,NZD,YUI625,57,5,11,5038.4,3778.8,55422.4
SO - 0006615,1/4/2023,5/4/2023,42,Trade Supply,AUD,YUI625,82,11,5,5132.2,2925.354,25661.0
SO - 000675,2/4/2023,11/4/2023,2,Trade Supply,USD,YUI625,57,7,9,1058.6,635.16,9527.4
SO - 0001476,2/4/2023,12/4/2023,15,Global Sales,EUR,YUI625,75,7,5,2572.8,1543.68,12864.0
SO - 0002278,2/4/2023,7/4/2023,50,Trade Supply,NZD,YUI625,5,7,6,2472.3,1335.042,14833.8
SO - 0002690,2/4/2023,4/19/2023,46,Trade Supply,USD,YUI625,6,9,10,1855.9,1317.689,18559.0
SO - 0003512,2/4/2023,4/19/2023,26,Logistics Partner,USD,YUI625,4,7,9,944.7,415.668,8502.3
SO - 0003575,2/4/2023,4/17/2023,3,Global Sales,USD,YUI625,99,2,10,2485.7,1988.56,24857.0
SO - 0005258,2/4/2023,4/20/2023,14,Global Sales,USD,YUI625,59,13,11,3879.3,3025.854,42672.3
SO - 0005833,2/4/2023,6/4/2023,9,Trade Supply,USD,YUI625,91,11,7,2914.5,1690.41,20401.5
SO - 0006795,2/4/2023,4/15/2023,23,Global Sales,USD,YUI625,33,2,8,1098.8,933.98,8790.4
SO - 0007964,2/4/2023,4/13/2023,41,Trade Supply,USD,YUI625,88,8,7,1802.3,1477.886,12616.1
SO - 0001054,3/4/2023,4/21/2023,49,Logistics Partner,NZD,YUI625,100,5,10,3946.3,3314.892,39463.0
SO - 0001507,3/4/2023,4/16/2023,2,Logistics Partner,USD,YUI625,76,11,12,5862.5,2520.875,70350.0
SO - 0003368,3/4/2023,4/20/2023,2,Trade Supply,USD,YUI625,83,1,7,1018.4,763.8,7128.8
SO - 0006762,3/4/2023,4/19/2023,10,Trade Supply,AUD,YUI625,47,2,6,1286.4,617.472,7718.4
SO - 0006784,3/4/2023,4/13/2023,35,Logistics Partner,NZD,YUI625,16,2,12,1172.5,621.425,14070.0
SO - 0007375,3/4/2023,4/18/2023,5,Logistics Partner,USD,YUI625,74,5,12,261.3,214.266,3135.6
SO - 0002142,4/4/2023,10/4/2023,35,Trade Supply,USD,YUI625,70,5,11,1165.8,687.822,12823.8
SO - 0004509,4/4/2023,4/14/2023,39,Trade Supply,NZD,YUI625,68,1,6,3510.8,1790.508,21064.8
SO - 0004521,4/4/2023,4/16/2023,30,Logistics Partner,USD,YUI625,38,1,8,3872.6,2323.56,30980.8
SO - 0004676,4/4/2023,7/4/2023,23,Global Sales,NZD,YUI625,79,5,8,4006.6,2524.158,32052.8
SO - 0006276,4/4/2023,11/4/2023,4,Trade Supply,USD,YUI625,71,2,10,2525.9,1288.209,25259.0
SO - 0007130,4/4/2023,12/4/2023,48,Logistics Partner,USD,YUI625,44,2,8,1768.8,1468.104,14150.4
SO - 0001020,5/4/2023,4/16/2023,3,Logistics Partner,AUD,YUI625,93,4,10,194.3,137.953,1943.0
SO - 0001497,5/4/2023,4/16/2023,6,Trade Supply,USD,YUI625,86,2,6,1735.3,780.885,10411.8
SO - 0005351,5/4/2023,9/4/2023,27,Trade Supply,AUD,YUI625,54,5,11,227.8,95.676,2505.8
SO - 0005691,5/4/2023,4/19/2023,46,Trade Supply,USD,YUI625,7,2,5,1125.6,945.504,5628.0
SO - 0005849,5/4/2023,4/16/2023,18,Trade Supply,USD,YUI625,92,2,5,3778.8,1662.672,18894.0
SO - 000122,6/4/2023,10/4/2023,14,Global Sales,AUD,YUI625,48,2,12,991.6,654.456,11899.2
SO - 000769,6/4/2023,4/23/2023,36,Trade Supply,AUD,YUI625,17,6,10,1226.1,588.528,12261.0
SO - 0001905,6/4/2023,10/4/2023,43,Trade Supply,NZD,YUI625,94,9,9,2626.4,2101.12,23637.6
SO - 0001938,6/4/2023,11/4/2023,35,Trade Supply,NZD,YUI625,33,13,6,1172.5,644.875,7035.0
SO - 0002715,6/4/2023,4/20/2023,27,Trade Supply,USD,YUI625,51,11,6,3839.1,2495.415,23034.6
SO - 0005091,6/4/2023,4/22/2023,45,Global Sales,USD,YUI625,60,2,9,1018.4,407.36,9165.6
SO - 0005470,6/4/2023,4/14/2023,23,Global Sales,AUD,YUI625,32,2,7,234.5,192.29,1641.5
SO - 0006446,6/4/2023,11/4/2023,29,Logistics Partner,GBP,YUI625,36,2,8,2331.6,1025.904,18652.8
SO - 0006483,6/4/2023,4/17/2023,25,Trade Supply,NZD,YUI625,13,7,8,2519.2,1158.832,20153.6
SO - 0006913,6/4/2023,4/23/2023,18,Logistics Partner,USD,YUI625,83,2,11,1869.3,1271.124,20562.3
SO - 0007885,6/4/2023,4/17/2023,13,Logistics Partner,EUR,YUI625,57,5,5,3966.4,1745.216,19832.0
SO - 0001115,7/4/2023,4/17/2023,14,Trade Supply,NZD,YUI625,2,1,12,3993.2,3034.832,47918.4
SO - 0004538,7/4/2023,4/15/2023,34,Trade Supply,NZD,YUI625,15,1,9,2559.4,1791.58,23034.6
SO - 0004569,7/4/2023,4/20/2023,42,Trade Supply,NZD,YUI625,3,11,7,2767.1,1632.589,19369.7
SO - 0007175,7/4/2023,4/23/2023,33,Trade Supply,USD,YUI625,50,9,11,1018.4,824.904,11202.4
SO - 0007974,7/4/2023,4/20/2023,38,Trade Supply,NZD,YUI625,94,5,8,730.3,460.089,5842.4
SO - 000498,8/4/2023,4/21/2023,3,Trade Supply,EUR,YUI625,48,1,5,3932.9,2635.043,19664.5
SO - 000720,8/4/2023,4/19/2023,36,Global Sales,NZD,YUI625,98,7,10,991.6,575.128,9916.0
SO - 0001199,8/4/2023,4/17/2023,4,Trade Supply,GBP,YUI625,2,11,6,1025.1,594.558,6150.6
SO - 0002071,8/4/2023,4/22/2023,20,Trade Supply,NZD,YUI625,46,12,7,3892.7,3308.795,27248.9
SO - 0003115,8/4/2023,12/4/2023,11,Global Sales,USD,YUI625,94,7,12,1996.6,1397.62,23959.2
SO - 0003193,8/4/2023,4/24/2023,15,Logistics Partner,GBP,YUI625,84,11,8,1152.4,460.96,9219.2
SO - 0003274,8/4/2023,4/19/2023,24,Trade Supply,AUD,YUI625,3,2,12,3912.8,1799.888,46953.6
SO - 0005649,8/4/2023,4/15/2023,40,Trade Supply,NZD,YUI625,94,1,9,2003.3,1482.442,18029.7
SO - 0006430,8/4/2023,4/13/2023,50,Logistics Partner,USD,YUI625,23,9,10,1112.2,500.49,11122.0
SO - 0007430,8/4/2023,4/20/2023,49,Logistics Partner,AUD,YUI625,3,7,8,944.7,651.843,7557.6
SO - 0007471,8/4/2023,4/25/2023,38,Trade Supply,NZD,YUI625,56,1,5,1065.3,543.303,5326.5
SO - 0007594,8/4/2023,4/17/2023,47,Trade Supply,USD,YUI625,36,9,9,167.5,73.7,1507.5
SO - 000634,9/4/2023,4/15/2023,10,Trade Supply,NZD,YUI625,23,1,5,757.1,507.257,3785.5
SO - 000915,9/4/2023,4/26/2023,8,Trade Supply,NZD,YUI625,47,1,9,1072.0,857.6,9648.0
SO - 0001686,9/4/2023,4/15/2023,17,Logistics Partner,USD,YUI625,15,1,9,1976.5,1264.96,17788.5
SO - 0001968,9/4/2023,4/19/2023,23,Trade Supply,AUD,YUI625,14,7,9,3845.8,3230.472,34612.2
SO - 0003678,9/4/2023,4/19/2023,12,Trade Supply,GBP,YUI625,51,10,5,1232.8,505.448,6164.0
SO - 0004092,9/4/2023,4/23/2023,47,Trade Supply,NZD,YUI625,2,7,8,247.9,205.757,1983.2
SO - 0005807,9/4/2023,4/19/2023,1,Trade Supply,USD,YUI625,51,8,11,1708.5,1178.865,18793.5
SO - 0006155,9/4/2023,4/20/2023,35,Trade Supply,NZD,YUI625,20,1,7,1246.2,573.252,8723.4
SO - 0007610,9/4/2023,4/19/2023,6,Logistics Partner,USD,YUI625,9,1,9,991.6,436.304,8924.4
SO - 000432,10/4/2023,4/21/2023,19,Logistics Partner,AUD,YUI625,21,11,6,938.0,450.24,5628.0
SO - 0001361,10/4/2023,4/23/2023,34,Trade Supply,NZD,YUI625,41,2,8,3276.3,1539.861,26210.4
SO - 0003946,10/4/2023,4/16/2023,42,Global Sales,NZD,YUI625,33,13,10,1809.0,1175.85,18090.0
SO - 0004412,10/4/2023,4/14/2023,50,Logistics Partner,NZD,YUI625,45,1,9,1065.3,607.221,9587.7
SO - 0004710,10/4/2023,4/13/2023,35,Trade Supply,NZD,YUI625,16,1,11,891.1,525.749,9802.1
SO - 0005286,10/4/2023,4/18/2023,35,Global Sales,AUD,YUI625,80,7,6,1159.1,486.822,6954.6
SO - 0005360,10/4/2023,4/25/2023,3,Global Sales,NZD,YUI625,73,2,11,1065.3,490.038,11718.3
SO - 0005864,10/4/2023,4/13/2023,17,Trade Supply,EUR,YUI625,79,1,5,911.2,492.048,4556.0
SO - 0006373,10/4/2023,4/15/2023,36,Trade Supply,AUD,YUI625,78,4,10,3028.4,1877.608,30284.0
SO - 0006452,10/4/2023,4/25/2023,46,Trade Supply,AUD,YUI625,22,2,7,6338.2,4817.032,44367.4
SO - 000731,11/4/2023,4/16/2023,26,Trade Supply,USD,YUI625,84,2,7,2251.2,1620.864,15758.4
SO - 0001535,11/4/2023,4/23/2023,28,Trade Supply,NZD,YUI625,58,2,6,844.2,430.542,5065.2
SO - 0002332,11/4/2023,4/29/2023,6,Trade Supply,AUD,YUI625,27,1,8,5983.1,2632.564,47864.8
SO - 0002529,11/4/2023,4/22/2023,49,Trade Supply,USD,YUI625,43,7,7,2820.7,2228.353,19744.9
SO - 0002567,11/4/2023,4/14/2023,23,Logistics Partner,GBP,YUI625,45,2,5,5453.8,3163.204,27269.0
SO - 0002603,11/4/2023,4/18/2023,17,Logistics Partner,GBP,YUI625,29,4,9,3557.7,2170.197,32019.3
SO - 0006092,11/4/2023,4/16/2023,30,Logistics Partner,USD,YUI625,76,11,5,1125.6,686.616,5628.0
SO - 0006312,11/4/2023,4/26/2023,29,Logistics Partner,USD,YUI625,31,9,12,2010.0,824.1,24120.0
SO - 0006317,11/4/2023,4/15/2023,36,Global Sales,NZD,YUI625,100,5,6,2378.5,1070.325,14271.0
SO - 000698,12/4/2023,4/25/2023,9,Trade Supply,USD,YUI625,42,11,11,6117.1,4404.312,67288.1
SO - 0002330,12/4/2023,4/30/2023,40,Trade Supply,AUD,YUI625,33,7,5,167.5,70.35,837.5
SO - 0002429,12/4/2023,4/19/2023,33,Trade Supply,NZD,YUI625,97,7,9,938.0,450.24,8442.0
SO - 0002969,12/4/2023,4/25/2023,27,Logistics Partner,AUD,YUI625,15,7,11,2485.7,2063.131,27342.7
SO - 0004163,12/4/2023,4/15/2023,24,Global Sales,NZD,YUI625,77,11,7,2231.1,1472.526,15617.7
SO - 0004422,12/4/2023,4/15/2023,8,Logistics Partner,USD,YUI625,15,7,12,5822.3,2736.481,69867.6
SO - 0004811,12/4/2023,4/21/2023,20,Trade Supply,USD,YUI625,21,5,7,5085.3,2695.209,35597.1
SO - 0004951,12/4/2023,4/17/2023,42,Trade Supply,USD,YUI625,64,7,11,207.7,89.311,2284.7
SO - 0006102,12/4/2023,4/24/2023,23,Logistics Partner,USD,YUI625,94,1,6,911.2,747.184,5467.2
SO - 0006138,12/4/2023,4/28/2023,41,Logistics Partner,NZD,YUI625,96,2,5,5902.7,2420.107,29513.5
SO - 0007146,12/4/2023,4/28/2023,2,Global Sales,NZD,YUI625,8,1,8,1058.6,529.3,8468.8
SO - 000685,4/13/2023,4/19/2023,22,Trade Supply,NZD,YUI625,35,5,8,1855.9,1354.807,14847.2
SO - 0001089,4/13/2023,4/24/2023,16,Trade Supply,USD,YUI625,10,1,7,944.7,377.88,6612.9
SO - 0001292,4/13/2023,4/24/2023,48,Trade Supply,USD,YUI625,80,11,10,5547.6,3217.608,55476.0
SO - 0001503,4/13/2023,4/17/2023,9,Trade Supply,NZD,YUI625,81,11,12,1025.1,584.307,12301.2
SO - 0001771,4/13/2023,4/17/2023,17,Trade Supply,USD,YUI625,64,1,10,1246.2,847.416,12462.0
SO - 0002181,4/13/2023,4/22/2023,33,Trade Supply,NZD,YUI625,3,2,5,1882.7,1091.966,9413.5
SO - 0002522,4/13/2023,4/28/2023,33,Trade Supply,NZD,YUI625,92,11,12,207.7,110.081,2492.4
SO - 0002769,4/13/2023,4/20/2023,47,Logistics Partner,NZD,YUI625,97,3,10,3886.0,2137.3,38860.0
SO - 0003277,4/13/2023,4/29/2023,34,Logistics Partner,USD,YUI625,88,7,12,3999.9,3079.923,47998.8
SO - 0004169,4/13/2023,4/18/2023,50,Trade Supply,USD,YUI625,36,1,9,6519.1,3520.314,58671.9
SO - 0005411,4/13/2023,4/22/2023,45,Global Sales,NZD,YUI625,99,7,6,6003.2,3902.08,36019.2
SO - 0005428,4/13/2023,1/5/2023,3,Trade Supply,USD,YUI625,82,1,5,234.5,189.945,1172.5
SO - 0006781,4/13/2023,4/20/2023,32,Trade Supply,EUR,YUI625,36,8,8,1098.8,582.364,8790.4
SO - 0007436,4/13/2023,4/24/2023,6,Trade Supply,USD,YUI625,8,2,11,1232.8,813.648,13560.8
SO - 000106,4/14/2023,4/23/2023,21,Trade Supply,NZD,YUI625,59,5,6,1038.5,446.555,6231.0
SO - 0001432,4/14/2023,4/22/2023,38,Logistics Partner,NZD,YUI625,97,5,12,1098.8,736.196,13185.6
SO - 0001565,4/14/2023,4/24/2023,3,Trade Supply,NZD,YUI625,30,14,6,1098.8,791.136,6592.8
SO - 0002124,4/14/2023,4/30/2023,32,Trade Supply,GBP,YUI625,34,2,10,3899.4,3314.49,38994.0
SO - 0003094,4/14/2023,1/5/2023,25,Logistics Partner,USD,YUI625,87,5,6,2586.2,1603.444,15517.2
SO - 0003176,4/14/2023,4/27/2023,17,Trade Supply,EUR,YUI625,28,2,7,3530.9,2930.647,24716.3
SO - 0005458,4/14/2023,4/21/2023,10,Trade Supply,GBP,YUI625,21,5,9,3504.1,2943.444,31536.9
SO - 0005949,4/14/2023,4/18/2023,27,Trade Supply,EUR,YUI625,41,5,11,2211.0,950.73,24321.0
SO - 0006358,4/14/2023,4/28/2023,7,Trade Supply,NZD,YUI625,52,2,6,1996.6,1098.13,11979.6
SO - 0007732,4/14/2023,2/5/2023,42,Trade Supply,GBP,YUI625,97,1,8,194.3,97.15,1554.4
SO - 0002065,4/15/2023,4/28/2023,31,Global Sales,NZD,YUI625,45,11,11,964.8,665.712,10612.8
SO - 0002355,4/15/2023,4/23/2023,3,Logistics Partner,NZD,YUI625,1,5,6,167.5,120.6,1005.0
SO - 0002545,4/15/2023,4/18/2023,42,Trade Supply,AUD,YUI625,99,2,12,690.1,441.664,8281.2
SO - 0006261,4/15/2023,4/21/2023,5,Trade Supply,EUR,YUI625,4,5,6,1051.9,820.482,6311.4
SO - 0006476,4/15/2023,2/5/2023,13,Global Sales,EUR,YUI625,9,1,11,2834.1,1303.686,31175.1
SO - 0001094,4/16/2023,4/22/2023,31,Trade Supply,NZD,YUI625,78,13,7,1112.2,778.54,7785.4
SO - 0001978,4/16/2023,1/5/2023,36,Logistics Partner,EUR,YUI625,89,5,12,3986.5,2670.955,47838.0
SO - 0002728,4/16/2023,4/19/2023,47,Logistics Partner,NZD,YUI625,91,11,11,1112.2,878.638,12234.2
SO - 0004162,4/16/2023,4/24/2023,26,Trade Supply,USD,YUI625,94,2,5,2224.4,1512.592,11122.0
SO - 0006108,4/16/2023,4/5/2023,47,Logistics Partner,AUD,YUI625,6,11,12,234.5,126.63,2814.0
SO - 0001093,4/17/2023,4/26/2023,41,Trade Supply,NZD,YUI625,78,7,12,804.0,410.04,9648.0
SO - 0002166,4/17/2023,4/27/2023,16,Global Sales,AUD,YUI625,30,5,11,1051.9,420.76,11570.9
SO - 0003741,4/17/2023,4/21/2023,19,Logistics Partner,AUD,YUI625,92,9,12,234.5,133.665,2814.0
SO - 0004049,4/17/2023,4/27/2023,34,Trade Supply,NZD,YUI625,92,2,7,3048.5,1219.4,21339.5
SO - 0007426,4/17/2023,4/22/2023,1,Global Sales,NZD,YUI625,2,7,6,2994.9,2455.818,17969.4
SO - 0007938,4/17/2023,4/22/2023,6,Trade Supply,EUR,YUI625,36,1,12,2539.3,1371.222,30471.6
SO - 0001425,4/18/2023,4/25/2023,2,Trade Supply,AUD,YUI625,63,1,6,4020.0,3417.0,24120.0
SO - 0001480,4/18/2023,4/24/2023,32,Global Sales,NZD,YUI625,40,13,12,1916.2,1417.988,22994.4
SO - 0001519,4/18/2023,4/23/2023,35,Logistics Partner,USD,YUI625,6,1,9,1956.4,1076.02,17607.6
SO - 0002611,4/18/2023,4/28/2023,39,Trade Supply,USD,YUI625,8,2,8,1246.2,922.188,9969.6
SO - 0003544,4/18/2023,3/5/2023,12,Logistics Partner,NZD,YUI625,15,1,11,2358.4,1249.952,25942.4
SO - 0003939,4/18/2023,5/5/2023,46,Logistics Partner,NZD,YUI625,2,7,11,2304.8,1590.312,25352.8
SO - 0004057,4/18/2023,4/24/2023,15,Trade Supply,AUD,YUI625,86,1,8,4013.3,1886.251,32106.4
SO - 0004557,4/18/2023,4/22/2023,31,Logistics Partner,NZD,YUI625,93,2,8,6324.8,5059.84,50598.4
SO - 0004860,4/18/2023,4/24/2023,11,Trade Supply,NZD,YUI625,16,9,10,5460.5,4313.795,54605.0
SO - 0005701,4/18/2023,4/27/2023,1,Logistics Partner,NZD,YUI625,60,7,10,5085.3,2796.915,50853.0
SO - 0007292,4/18/2023,1/5/2023,50,Trade Supply,USD,YUI625,57,9,7,1112.2,778.54,7785.4
SO - 0007393,4/18/2023,5/5/2023,15,Global Sales,USD,YUI625,73,13,8,1051.9,704.773,8415.2
SO - 0001108,4/19/2023,4/27/2023,45,Trade Supply,USD,YUI625,23,7,6,1782.2,873.278,10693.2
SO - 0001863,4/19/2023,2/5/2023,20,Logistics Partner,USD,YUI625,21,13,9,958.1,584.441,8622.9
SO - 0003284,4/19/2023,5/5/2023,50,Trade Supply,GBP,YUI625,51,11,8,2378.5,1379.53,19028.0
SO - 0004188,4/19/2023,1/5/2023,44,Logistics Partner,GBP,YUI625,82,12,9,971.5,437.175,8743.5
SO - 0007004,4/19/2023,2/5/2023,1,Trade Supply,EUR,YUI625,43,11,10,1835.8,1321.776,18358.0
SO - 000928,4/20/2023,4/29/2023,17,Trade Supply,NZD,YUI625,47,2,11,1989.9,935.253,21888.9
SO - 0001161,4/20/2023,4/5/2023,9,Trade Supply,USD,YUI625,40,12,11,1232.8,702.696,13560.8
SO - 0001223,4/20/2023,4/26/2023,40,Trade Supply,GBP,YUI625,42,1,9,1092.1,524.208,9828.9
SO - 0001776,4/20/2023,4/27/2023,7,Logistics Partner,AUD,YUI625,13,11,9,1916.2,1379.664,17245.8
SO - 0002209,4/20/2023,3/5/2023,3,Global Sales,AUD,YUI625,7,11,8,3859.2,2354.112,30873.6
SO - 0003305,4/20/2023,2/5/2023,12,Trade Supply,USD,YUI625,73,9,6,2572.8,1698.048,15436.8
SO - 0003402,4/20/2023,2/5/2023,32,Trade Supply,EUR,YUI625,30,13,6,737.0,412.72,4422.0
SO - 0003911,4/20/2023,5/5/2023,10,Trade Supply,AUD,YUI625,11,1,6,1045.2,825.708,6271.2
SO - 0005473,4/20/2023,4/29/2023,18,Trade Supply,NZD,YUI625,51,11,10,241.2,166.428,2412.0
SO - 0005995,4/20/2023,7/5/2023,21,Logistics Partner,USD,YUI625,55,6,6,3872.6,3059.354,23235.6
SO - 0006208,4/20/2023,4/24/2023,40,Trade Supply,AUD,YUI625,66,2,6,1152.4,576.2,6914.4
SO - 0007691,4/20/2023,4/24/2023,14,Trade Supply,NZD,YUI625,84,6,7,2633.1,1764.177,18431.7
SO - 000624,4/21/2023,6/5/2023,29,Trade Supply,AUD,YUI625,14,1,11,201.0,160.8,2211.0
